key	en_us	zh_cn	zh_tw	zh_hk	ja_jp
controls.title	Controls	按键控制	按鍵設定	按鍵設定	操作設定
createWorld.customize.buffet.biome	Please select a biome	请选择一种生物群系	請選擇一種生態域	請選擇一種生物羣落	バイオームを選択してください
createWorld.customize.buffet.search	Search...	搜索…	搜尋...	搜尋⋯⋯	検索…
createWorld.customize.buffet.title	Single Biome Customization	自定义单一生物群系	單一自訂生態域	自訂單一生物羣落	シングルバイオームのカスタマイズ
createWorld.customize.flat.height	Height	高度	高度	高度	高さ
createWorld.customize.flat.layer	%s	%s	%s	%s	%s
createWorld.customize.flat.layer.bottom	Bottom - %s	底层 - %s	底層 - %s	底層 - %s	最下層 - %s
createWorld.customize.flat.layer.top	Top - %s	顶层 - %s	頂層 - %s	頂層 - %s	最上層 - %s
createWorld.customize.flat.removeLayer	Remove Layer	移除层面	移除地層	移除地層	地層を削除
createWorld.customize.flat.tile	Layer Material	各层的材料	地層組成	地層組成	地層の構成物
createWorld.customize.flat.title	Superflat Customization	自定义超平坦世界	自訂超平坦世界	自訂超平坦世界	スーパーフラットのカスタマイズ
createWorld.customize.presets	Presets	预设	方案集	設定集	プリセット
createWorld.customize.presets.list	Alternatively, here are some we made earlier!	另外，这里是些我们早期制作好的！	您也可以選擇預先設定的地形！	另外，你亦可以選擇我們預先製作的設定！	もしくは、次のプリセットから選んでください！
createWorld.customize.presets.select	Use Preset	使用预设	使用此方案	使用此設定	プリセットを使用
createWorld.customize.presets.share	Want to share your preset with someone? Use the box below!	想要与别人分享你的预设方案吗？使用下面的输入框吧！	想與人分享您的地形方案嗎？請使用下方的文字框！	想與別人分享你的預定設定？請使用下面的文字框！	プリセットを共有する場合、この入力欄をご使用ください
createWorld.customize.presets.title	Select a Preset	选择一种预设	選擇一種方案	選擇一種設定	プリセットの選択
createWorld.preparing	Preparing for world creation...	正在准备生成世界…	正在準備建立世界...	正在準備創造世界⋯⋯	ワールド生成の準備中…
createWorld.tab.game.title	Game	游戏	遊戲	遊戲	ゲーム設定
createWorld.tab.more.title	More	更多	更多	更多	その他の設定
createWorld.tab.world.title	World	世界	世界	世界	ワールド設定
credits_and_attribution.button.attribution	Attribution	著作权说明	著作權	版權説明	帰属表示
credits_and_attribution.button.credits	Credits	鸣谢名单	製作人員名單	鳴謝名單	クレジット
credits_and_attribution.button.licenses	Licenses	许可协议	授權條款	授權條款	ライセンス
credits_and_attribution.screen.title	Credits and Attribution	鸣谢与著作权说明	鳴謝	鳴謝及版權説明	クレジットと帰属表示
dataPack.bundle.description	Enables experimental Bundle item	启用实验性收纳袋物品	啟用實驗性束口袋物品	啟用實驗性收納袋物品	実験的なアイテムとしてバンドルを有効化
dataPack.bundle.name	Bundles	收纳袋	束口袋	收納袋	バンドル
dataPack.locator_bar.description	Show the direction of other players in multiplayer	在多人游戏中显示其他玩家的方位	在多人遊戲中顯示其他玩家的方位	在多人遊戲中顯示其他玩家方位	マルチプレイにおいて、他のプレイヤーの方向を表示します
dataPack.locator_bar.name	Locator Bar	定位栏	定位條	定位條	方向バー
dataPack.minecart_improvements.description	Improved movement for Minecarts	改进了矿车的运动	改進礦車的移動	改進礦車的移動	トロッコの挙動を改善します
dataPack.minecart_improvements.name	Minecart Improvements	矿车改进	礦車改進	礦車改進	トロッコの改善
dataPack.redstone_experiments.description	Experimental Redstone changes	实验性红石更改	實驗性紅石變更	實驗性紅石變更	レッドストーンに関する実験的な変更
dataPack.redstone_experiments.name	Redstone Experiments	红石实验性内容	紅石實驗性內容	紅石實驗性內容	レッドストーンの実験的要素
dataPack.title	Select Data Packs	选择数据包	選擇資料包	選取數據包	データパックの選択
dataPack.trade_rebalance.description	Updated trades for Villagers	新版村民交易	新版村民交易系統	新版村民交易	村人との新たな取引
dataPack.trade_rebalance.name	Villager Trade Rebalance	村民交易的平衡性调整	重新平衡村民交易	重新平衡村民交易	村人の取引の再調整
dataPack.update_1_20.description	New features and content for Minecraft 1.20	Minecraft 1.20的新功能与内容	Minecraft 1.20 的新功能及內容	Minecraft 1.20 新功能及內容	Minecraft 1.20に向けた新要素
dataPack.update_1_20.name	Update 1.20	1.20更新	1.20 更新	1.20 更新	1.20のアップデート
dataPack.update_1_21.description	New features and content for Minecraft 1.21	Minecraft 1.21的新功能与内容	Minecraft 1.21 的新功能與內容	Minecraft 1.21 新功能及內容	Minecraft 1.21に向けた新要素
dataPack.update_1_21.name	Update 1.21	1.21更新	1.21 更新	1.21 更新	1.21のアップデート
dataPack.validation.back	Go Back	返回	返回	返回	戻る
dataPack.validation.failed	Data pack validation failed!	数据包验证失败！	資料包驗證失敗！	數據包驗證失敗！	データパックの検証に失敗しました
dataPack.validation.reset	Reset to Default	重置为默认	重設為預設值	重設為預設	初期設定にリセット
dataPack.validation.working	Validating selected data packs...	正在验证选中的数据包…	正在驗證所選的資料包...	正在驗證所選數據包⋯⋯	選択したデータパックを検証しています…
dataPack.vanilla.description	The default data for Minecraft	Minecraft的默认数据包	Minecraft 預設的資料包	Minecraft 預設數據包	Minecraftのデフォルトデータパック
dataPack.vanilla.name	Default	默认	預設	預設	デフォルト
dataPack.winter_drop.description	New features and content for the Winter Drop	冬季小更新的新功能与内容	冬季小更新的新功能與內容	冬季小更新的新功能及內容	冬季の小規模アップデートに向けた新要素
dataPack.winter_drop.name	Winter Drop	冬季小更新	冬季小更新	冬季小更新	冬季の小規模アップデート
datapackFailure.safeMode	Safe Mode	安全模式	安全模式	安全模式	セーフモード
datapackFailure.safeMode.failed.description	This world contains invalid or corrupted save data.	这个世界包含无效或损坏的存档数据。	此世界含有無效或毀損的儲存資料。	此世界包含無效或損壞的存檔數據。	このワールドには無効または破損したセーブデータが含まれています。
datapackFailure.safeMode.failed.title	Failed to load world in Safe Mode.	无法在安全模式下加载世界。	無法在安全模式下載入世界。	無法於安全模式內載入世界。	セーフモードでのワールドの読み込みに失敗しました。
datapackFailure.title	Errors in the currently selected data pack(s) prevented the world from loading.
You can either try to load it with only the vanilla data pack ("Safe Mode"), or go back to the title screen and fix it manually.	当前选中的数据包中出现了错误，导致世界无法加载。
你可以尝试仅加载原版数据包（“安全模式”）或回到标题屏幕手动修复该问题。	目前選擇的資料包中發生錯誤，導致世界無法載入。
您可以嘗試只載入原版資料包（「安全模式」）或是回到標題畫面手動修復。	目前選擇的數據包發生錯誤，導致世界無法載入。
你可嘗試僅載入原版數據包（「安全模式」），或返回主畫面手動修復該問題。	現在選択されているデータパックのエラーにより、ワールドを読み込めませんでした。
バニラデータパックのみ読み込む（「セーフモード」）か、タイトル画面に戻って手動で修正することができます。
death.attack.anvil	%1$s was squashed by a falling anvil	%1$s被下落的铁砧压扁了	%1$s 被墜落下來的鐵砧壓扁了	%1$s 被跌落的鐵砧壓成肉餅	%1$sは落下してきた金床に押しつぶされた
death.attack.anvil.player	%1$s was squashed by a falling anvil while fighting %2$s	%1$s在与%2$s战斗时被下落的铁砧压扁了	%1$s 在與 %2$s 戰鬥時被落下的鐵砧壓扁	%1$s 與 %2$s 戰鬥時被跌落的鐵砧壓成肉餅	%1$sは%2$sと戦いながら落ちてきた金床に押しつぶされた
death.attack.arrow	%1$s was shot by %2$s	%1$s被%2$s射杀	%1$s 被 %2$s 射殺了	%1$s 被 %2$s 射死	%1$sは%2$sに射抜かれた
death.attack.arrow.item	%1$s was shot by %2$s using %3$s	%1$s被%2$s用%3$s射杀	%1$s 被 %2$s 用 %3$s 射殺	%1$s 被 %2$s 用 %3$s 射死	%1$sは%2$sの%3$sで射抜かれた
death.attack.badRespawnPoint.link	Intentional Game Design	刻意的游戏设计	刻意的遊戲設計	刻意的遊戲設計	ゲームの仕様
death.attack.badRespawnPoint.message	%1$s was killed by %2$s	%1$s被%2$s杀死了	%1$s 被 %2$s 殺死了	%1$s 被 %2$s 殺死	%1$sは%2$sに殺された
death.attack.cactus	%1$s was pricked to death	%1$s被戳死了	%1$s 被仙人掌刺死了	%1$s 被仙人掌刺死	%1$sはサボテンが刺さって死んだ
death.attack.cactus.player	%1$s walked into a cactus while trying to escape %2$s	%1$s在试图逃离%2$s时撞上了仙人掌	%1$s 在試圖逃離 %2$s 時被仙人掌刺死了	%1$s 試圖逃離 %2$s 時被仙人掌刺死	%1$sは%2$sから逃れようとしてサボテンにぶつかった
death.attack.cramming	%1$s was squished too much	%1$s因被过度挤压而死	%1$s 遭到擠壓致死	%1$s 被壓成肉餅	%1$sは押しつぶされた
death.attack.cramming.player	%1$s was squashed by %2$s	%1$s被%2$s挤扁了	%1$s 遭到 %2$s 擠壓致死	%1$s 被 %2$s 壓成肉餅	%1$sは%2$sに押しつぶされた
death.attack.dragonBreath	%1$s was roasted in dragon's breath	%1$s被龙息烤熟了	%1$s 被龍之吐息烤熟了	%1$s 被龍之吐息燒焦	%1$sはドラゴンブレスで炙り焼きにされた
